"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1905897","regulation of response to endoplasmic reticulum stress","6/177","98/21069",0.000179379852152716,0.0211912565379192,0.0182427314655618,"CLU/RACK1/PTPN1/PPP1R15A/SELENOS/PIK3R1",6
"GO:1900101","regulation of endoplasmic reticulum unfolded protein response","4/177","34/21069",0.000183371123514158,0.0211912565379192,0.0182427314655618,"RACK1/PTPN1/PPP1R15A/PIK3R1",4
"GO:0010324","membrane invagination","7/177","141/21069",0.000192601994657132,0.0211912565379192,0.0182427314655618,"IGHA1/IGLC3/IGLC2/IGKC/THBS1/FCGR1A/RAB31",7
"GO:0032640","tumor necrosis factor production","9/177","239/21069",0.000196295881987477,0.0211912565379192,0.0182427314655618,"CLU/SELENOK/THBS1/VSIR/SELENOS/PIK3R1/MAPKAPK2/UBE2J1/PTAFR",9
"GO:0032680","regulation of tumor necrosis factor production","9/177","239/21069",0.000196295881987477,0.0211912565379192,0.0182427314655618,"CLU/SELENOK/THBS1/VSIR/SELENOS/PIK3R1/MAPKAPK2/UBE2J1/PTAFR",9
"GO:0019915","lipid storage","6/177","100/21069",0.00020035369817669,0.0211912565379192,0.0182427314655618,"NRIP1/SQLE/GM2A/PLIN2/PLIN3/EHD1",6
"GO:0006956","complement activation","7/177","145/21069",0.00022875398362622,0.0216313997688192,0.018621633714861,"CLU/IGHA1/RGCC/IGLC3/IGLC2/CR1/IGKC",7
"GO:0071706","tumor necrosis factor superfamily cytokine production","9/177","244/21069",0.000228937730764464,0.0216313997688192,0.018621633714861,"CLU/SELENOK/THBS1/VSIR/SELENOS/PIK3R1/MAPKAPK2/UBE2J1/PTAFR",9
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","9/177","244/21069",0.000228937730764464,0.0216313997688192,0.018621633714861,"CLU/SELENOK/THBS1/VSIR/SELENOS/PIK3R1/MAPKAPK2/UBE2J1/PTAFR",9
"GO:0031669","cellular response to nutrient levels","9/177","245/21069",0.000235978906568937,0.0216313997688192,0.018621633714861,"PIM1/UPP1/PLIN2/FOXO3/ATP2B1/PLIN3/CPEB4/GABARAPL1/MAP1LC3B",9
"GO:0061098","positive regulation of protein tyrosine kinase activity","5/177","67/21069",0.000250631070193044,0.0222334013880927,0.0191398735777303,"HBEGF/AREG/EREG/PTPN1/FCGR1A",5
"GO:0035966","response to topologically incorrect protein","8/177","198/21069",0.000277671815801172,0.0238624216704132,0.0205422340045012,"CLU/UFD1/RACK1/PTPN1/THBS1/PPP1R15A/SELENOS/PIK3R1",8
"GO:0097306","cellular response to alcohol","6/177","107/21069",0.000289420250172416,0.0239466772747247,0.0206147663888443,"KLF9/PTGER2/AHR/FOXO3/ATP2B1/SGK1",6
"GO:0050864","regulation of B cell activation","8/177","200/21069",0.000297121109444654,0.0239466772747247,0.0206147663888443,"IGHA1/IGLC3/IGLC2/CR1/IGKC/GPR183/SAMSN1/AHR",8
"GO:0002237","response to molecule of bacterial origin","12/177","432/21069",0.000304775892587405,0.0239466772747247,0.0206147663888443,"CXCL8/CXCL2/TRIB1/CXCL3/THBD/PTGER2/SELENOS/MAPKAPK2/C5AR1/NLRP3/ADAM9/PTAFR",12
"GO:0006958","complement activation, classical pathway","6/177","111/21069",0.000352735278346092,0.0268968259314226,0.0231544350314907,"CLU/IGHA1/IGLC3/IGLC2/CR1/IGKC",6
"GO:1901655","cellular response to ketone","6/177","112/21069",0.000370139606249124,0.0268968259314226,0.0231544350314907,"KLF9/PTGER2/AHR/FOXO3/ATP2B1/SGK1",6
"GO:0048511","rhythmic process","10/177","318/21069",0.000371665231052386,0.0268968259314226,0.0231544350314907,"NFIL3/PROK2/EREG/NRIP1/RACK1/KLF9/NAMPT/AHR/FOXO3/BHLHE40",10
"GO:0009749","response to glucose","8/177","210/21069",0.000411809009079023,0.0290378147427516,0.0249975293230424,"HIF1A/RACK1/THBS1/SELENOS/PIM3/CCDC186/SELENOT/FOXO3",8
"GO:0033002","muscle cell proliferation","9/177","266/21069",0.000430966233404422,0.0290750230036698,0.0250295604728243,"HBEGF/TRIB1/EREG/PIM1/THBS1/RUNX1/DIPK2A/JARID2/PTAFR",9
"GO:0038128","ERBB2 signaling pathway","3/177","18/21069",0.000433482161145623,0.0290750230036698,0.0250295604728243,"HBEGF/AREG/EREG",3
"GO:0000302","response to reactive oxygen species","8/177","214/21069",0.00046674404015996,0.0305606216771402,0.0263084547949812,"HBB/HP/AREG/HIF1A/RACK1/HBA2/FOXO3/ADAM9",8
"GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response","3/177","19/21069",0.000511589504849038,0.0327179334496478,0.0281656008911992,"RACK1/PTPN1/PPP1R15A",3
"GO:0050900","leukocyte migration","12/177","459/21069",0.000523838996728281,0.0327399372955175,0.0281845431493278,"CXCL8/CXCL2/CXCL3/GPR183/SELENOK/THBS1/PIK3R1/C5AR1/CCR1/SBDS/TREM1/PTAFR",12
"GO:0032496","response to lipopolysaccharide","11/177","398/21069",0.000565988155635072,0.033603990683211,0.0289283732235565,"CXCL8/CXCL2/TRIB1/CXCL3/THBD/PTGER2/SELENOS/MAPKAPK2/NLRP3/ADAM9/PTAFR",11
"GO:0030217","T cell differentiation","10/177","336/21069",0.000570970600538708,0.033603990683211,0.0289283732235565,"CR1/HLX/MAFB/GPR183/VSIR/PIK3R1/RUNX1/FOXO3/NLRP3/CTSL",10
"GO:0006909","phagocytosis","10/177","337/21069",0.000584231809693621,0.033603990683211,0.0289283732235565,"IGHA1/IGLC3/IGLC2/IGKC/RACK1/THBS1/LDLR/DYSF/FCGR1A/RAB31",10
"GO:0009746","response to hexose","8/177","222/21069",0.000594479314215678,0.033603990683211,0.0289283732235565,"HIF1A/RACK1/THBS1/SELENOS/PIM3/CCDC186/SELENOT/FOXO3",8
"GO:0001678","cellular glucose homeostasis","7/177","171/21069",0.000618845441028627,0.033603990683211,0.0289283732235565,"HIF1A/RACK1/PIK3R1/PIM3/CCDC186/SELENOT/FOXO3",7
"GO:0030595","leukocyte chemotaxis","9/177","280/21069",0.000623201281761367,0.033603990683211,0.0289283732235565,"CXCL8/CXCL2/CXCL3/GPR183/THBS1/C5AR1/CCR1/SBDS/TREM1",9
"GO:0097529","myeloid leukocyte migration","9/177","280/21069",0.000623201281761367,0.033603990683211,0.0289283732235565,"CXCL8/CXCL2/CXCL3/SELENOK/THBS1/PIK3R1/C5AR1/CCR1/TREM1",9
"GO:0030968","endoplasmic reticulum unfolded protein response","5/177","82/21069",0.00063991723069051,0.0338417766230558,0.0291330739235416,"RACK1/PTPN1/PPP1R15A/SELENOS/PIK3R1",5
"GO:0031668","cellular response to extracellular stimulus","9/177","283/21069",0.00067237798996043,0.0339096300602535,0.0291914863178986,"PIM1/UPP1/PLIN2/FOXO3/ATP2B1/PLIN3/CPEB4/GABARAPL1/MAP1LC3B",9
"GO:0097530","granulocyte migration","7/177","174/21069",0.000685951073381597,0.0339096300602535,0.0291914863178986,"CXCL8/CXCL2/CXCL3/SELENOK/THBS1/C5AR1/TREM1",7
"GO:0002274","myeloid leukocyte activation","9/177","285/21069",0.00070689156295363,0.0339096300602535,0.0291914863178986,"CLU/CXCL8/THBS1/LDLR/C5AR1/DYSF/CST7/ADAM9/PTAFR",9
"GO:1902107","positive regulation of leukocyte differentiation","8/177","228/21069",0.000707721623584661,0.0339096300602535,0.0291914863178986,"TRIB1/CR1/HLX/VSIR/RUNX1/FOXO3/CCR1/NLRP3",8
"GO:1903708","positive regulation of hemopoiesis","8/177","228/21069",0.000707721623584661,0.0339096300602535,0.0291914863178986,"TRIB1/CR1/HLX/VSIR/RUNX1/FOXO3/CCR1/NLRP3",8
"GO:0009636","response to toxic substance","9/177","286/21069",0.000724683364225695,0.0339096300602535,0.0291914863178986,"HBB/HP/SELENOW/PIM1/HBA2/SELENOS/AHR/ALOX5AP/SELENOT",9
"GO:0034284","response to monosaccharide","8/177","230/21069",0.000749114057607368,0.0339096300602535,0.0291914863178986,"HIF1A/RACK1/THBS1/SELENOS/PIM3/CCDC186/SELENOT/FOXO3",8
"GO:2000273","positive regulation of signaling receptor activity","4/177","49/21069",0.000759568452063422,0.0339096300602535,0.0291914863178986,"HBEGF/AREG/EREG/HIF1A",4
"GO:1902106","negative regulation of leukocyte differentiation","6/177","129/21069",0.000782782003053585,0.0339096300602535,0.0291914863178986,"TRIB1/CR1/HLX/MAFB/PIK3R1/RUNX1",6
"GO:0007171","activation of transmembrane receptor protein tyrosine kinase activity","3/177","22/21069",0.000798132884409136,0.0339096300602535,0.0291914863178986,"HBEGF/AREG/EREG",3
"GO:0030728","ovulation","3/177","22/21069",0.000798132884409136,0.0339096300602535,0.0291914863178986,"EREG/NRIP1/FOXO3",3
"GO:0071496","cellular response to external stimulus","10/177","351/21069",0.000798325175442917,0.0339096300602535,0.0291914863178986,"PIM1/UPP1/GADD45A/PLIN2/FOXO3/ATP2B1/PLIN3/CPEB4/GABARAPL1/MAP1LC3B",10
"GO:0002687","positive regulation of leukocyte migration","7/177","179/21069",0.000810499970806302,0.0339096300602535,0.0291914863178986,"CXCL8/SELENOK/THBS1/PIK3R1/C5AR1/CCR1/PTAFR",7
"GO:2001233","regulation of apoptotic signaling pathway","11/177","416/21069",0.000813831121446083,0.0339096300602535,0.0291914863178986,"CLU/G0S2/HIF1A/RACK1/PTPN1/THBS1/LMNA/SELENOS/CDKN2D/BCLAF1/ITPRIP",11
"GO:0002526","acute inflammatory response","6/177","131/21069",0.00084829632730234,0.03447684016007,0.0296797755100469,"HP/SELENOS/ALOX5AP/TREM1/NLRP3/FCGR1A",6
"GO:0050730","regulation of peptidyl-tyrosine phosphorylation","9/177","293/21069",0.000859735269169067,0.03447684016007,0.0296797755100469,"HBEGF/AREG/EREG/RACK1/EHD4/PTPN1/SAMSN1/SH3BP5/FCGR1A",9
"GO:0031960","response to corticosteroid","7/177","181/21069",0.000865055262198121,0.03447684016007,0.0296797755100469,"AREG/KLF9/FOXO3/ATP2B1/SGK1/ADAM9/PTAFR",7
"GO:0080182","histone H3-K4 trimethylation","3/177","23/21069",0.000912208320499163,0.0355548355532517,0.0306077799652681,"H1-4/H1-2/H1-3",3
"GO:0032760","positive regulation of tumor necrosis factor production","6/177","133/21069",0.000917961208829407,0.0355548355532517,0.0306077799652681,"CLU/SELENOK/THBS1/PIK3R1/MAPKAPK2/PTAFR",6
"GO:2001242","regulation of intrinsic apoptotic signaling pathway","7/177","185/21069",0.000982847025782242,0.0373680232198782,0.0321686829556004,"CLU/HIF1A/RACK1/PTPN1/SELENOS/CDKN2D/BCLAF1",7
"GO:1903707","negative regulation of hemopoiesis","6/177","135/21069",0.000991951161836766,0.0373680232198782,0.0321686829556004,"TRIB1/CR1/HLX/MAFB/PIK3R1/RUNX1",6
"GO:0051604","protein maturation","10/177","362/21069",0.0010086314172714,0.0374829242904911,0.0322675968341874,"HP/ASPH/MAFB/THBS1/THBD/VSIR/CPD/RUNX1/CST7/CTSL",10
"GO:0019755","one-carbon compound transport","3/177","24/21069",0.00103611513131184,0.0379908881481006,0.0327048832325659,"HBB/AQP9/HBA2",3
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","6/177","137/21069",0.00107044371508847,0.0387331607433328,0.0333438769422987,"CLU/SELENOK/THBS1/PIK3R1/MAPKAPK2/PTAFR",6
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","6/177","138/21069",0.00111143474607977,0.0391564629064651,0.0337082813690488,"CLU/IGHA1/IGLC3/IGLC2/CR1/IGKC",6
"GO:0009267","cellular response to starvation","7/177","189/21069",0.00111291950281613,0.0391564629064651,0.0337082813690488,"UPP1/PLIN2/FOXO3/PLIN3/CPEB4/GABARAPL1/MAP1LC3B",7
"GO:0071900","regulation of protein serine/threonine kinase activity","11/177","433/21069",0.00112485838894936,0.0391564629064651,0.0337082813690488,"RGCC/TRIB1/FAM20A/PTPN1/THBS1/GADD45A/ACSL1/DIPK2A/SYAP1/CDKN2D/ADAM9",11
"GO:0042116","macrophage activation","6/177","139/21069",0.00115361931918889,0.0395418018182564,0.0340400047040225,"CLU/THBS1/LDLR/C5AR1/DYSF/CST7",6
"GO:0060326","cell chemotaxis","10/177","369/21069",0.00116468579901046,0.0395418018182564,0.0340400047040225,"CXCL8/CXCL2/HBEGF/CXCL3/GPR183/THBS1/C5AR1/CCR1/SBDS/TREM1",10
"GO:0051591","response to cAMP","5/177","94/21069",0.00118742707703747,0.0398222495347933,0.0342814312741628,"AREG/AQP9/THBD/AHR/PTAFR",5
"GO:0071902","positive regulation of protein serine/threonine kinase activity","8/177","249/21069",0.00124804569049299,0.0413509114319967,0.0355973970566739,"RGCC/FAM20A/PTPN1/THBS1/ACSL1/DIPK2A/SYAP1/ADAM9",8
"GO:0030502","negative regulation of bone mineralization","3/177","26/21069",0.00131467411013395,0.0430399262246232,0.0370514044322211,"RFLNB/HIF1A/CCR1",3
"GO:0006910","phagocytosis, recognition","5/177","97/21069",0.00136628659883081,0.0442033899621733,0.0380529852726997,"IGHA1/IGLC3/IGLC2/IGKC/FCGR1A",5
"GO:0071621","granulocyte chemotaxis","6/177","145/21069",0.00143309074481908,0.0453407325749832,0.0390320794492391,"CXCL8/CXCL2/CXCL3/THBS1/C5AR1/TREM1",6
"GO:0018023","peptidyl-lysine trimethylation","4/177","58/21069",0.00143441590328129,0.0453407325749832,0.0390320794492391,"H1-4/H1-2/H1-3/LMNA",4
"GO:0070734","histone H3-K27 methylation","3/177","27/21069",0.00146992728375215,0.0453531027253278,0.0390427284322535,"H1-4/H1-2/H1-3",3
"GO:0045582","positive regulation of T cell differentiation","6/177","146/21069",0.00148428336191982,0.0453531027253278,0.0390427284322535,"CR1/HLX/VSIR/RUNX1/FOXO3/NLRP3",6
"GO:1990266","neutrophil migration","6/177","146/21069",0.00148428336191982,0.0453531027253278,0.0390427284322535,"CXCL8/CXCL2/CXCL3/SELENOK/C5AR1/TREM1",6
"GO:1902105","regulation of leukocyte differentiation","10/177","382/21069",0.00150678531926967,0.0455347211867208,0.0391990767268651,"TRIB1/CR1/HLX/MAFB/VSIR/PIK3R1/RUNX1/FOXO3/CCR1/NLRP3",10
"GO:0009743","response to carbohydrate","8/177","257/21069",0.001524647024604,0.0455736882354457,0.0392326219489062,"HIF1A/RACK1/THBS1/SELENOS/PIM3/CCDC186/SELENOT/FOXO3",8
"GO:0043367","CD4-positive, alpha-beta T cell differentiation","5/177","100/21069",0.00156427690673089,0.0462554999302144,0.0398195672126516,"HLX/GPR183/RUNX1/NLRP3/CTSL",5
"GO:0072593","reactive oxygen species metabolic process","8/177","259/21069",0.00160087361626936,0.0468340685610717,0.0403176345239618,"HBB/HP/HIF1A/HBA2/THBS1/GADD45A/FOXO3/STK17A",8
"GO:0035710","CD4-positive, alpha-beta T cell activation","6/177","149/21069",0.00164625114222597,0.0471582358450147,0.0405966975752873,"HLX/GPR183/VSIR/RUNX1/NLRP3/CTSL",6
"GO:0071333","cellular response to glucose stimulus","6/177","149/21069",0.00164625114222597,0.0471582358450147,0.0405966975752873,"HIF1A/RACK1/PIM3/CCDC186/SELENOT/FOXO3",6
"GO:2001234","negative regulation of apoptotic signaling pathway","8/177","262/21069",0.00172084739560765,0.0484270060023418,0.0416889326312983,"CLU/HIF1A/PTPN1/THBS1/LMNA/SELENOS/CDKN2D/ITPRIP",8
"GO:0002673","regulation of acute inflammatory response","4/177","61/21069",0.00173026207818589,0.0484270060023418,0.0416889326312983,"SELENOS/ALOX5AP/NLRP3/FCGR1A",4
"GO:0071331","cellular response to hexose stimulus","6/177","151/21069",0.00176146577217139,0.0484270060023418,0.0416889326312983,"HIF1A/RACK1/PIM3/CCDC186/SELENOT/FOXO3",6
"GO:0010714","positive regulation of collagen metabolic process","3/177","29/21069",0.00181381149754226,0.0484270060023418,0.0416889326312983,"RGCC/VSIR/RUNX1",3
"GO:0010884","positive regulation of lipid storage","3/177","29/21069",0.00181381149754226,0.0484270060023418,0.0416889326312983,"PLIN2/PLIN3/EHD1",3
"GO:0030970","retrograde protein transport, ER to cytosol","3/177","29/21069",0.00181381149754226,0.0484270060023418,0.0416889326312983,"UFD1/SELENOS/UBE2J1",3
"GO:1903513","endoplasmic reticulum to cytosol transport","3/177","29/21069",0.00181381149754226,0.0484270060023418,0.0416889326312983,"UFD1/SELENOS/UBE2J1",3
"GO:0070098","chemokine-mediated signaling pathway","5/177","104/21069",0.00186009815921931,0.0491852878639721,0.0423417080980184,"CXCL8/CXCL2/CXCL3/HIF1A/CCR1",5
"GO:0071326","cellular response to monosaccharide stimulus","6/177","153/21069",0.0018827000740642,0.0493088114635863,0.0424480447776481,"HIF1A/RACK1/PIM3/CCDC186/SELENOT/FOXO3",6
