p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,,,,
0,-0.726383577,0.447,0.853,0,Healthy/Control,ENSG00000077549,,,ENSG00000077549,CAPZB
0,-0.733780297,0.425,0.823,0,Healthy/Control,ENSG00000171222,,,ENSG00000171222,SCAND1
0,-0.734559966,0.547,0.958,0,Healthy/Control,ENSG00000177156,,,ENSG00000177156,TALDO1
0,-0.73551621,0.408,0.765,0,Healthy/Control,ENSG00000002586,,,ENSG00000002586,CD99
0,-0.735806037,0.531,0.929,0,Healthy/Control,ENSG00000102265,,,ENSG00000102265,TIMP1
0,-0.737207653,0.403,0.794,0,Healthy/Control,ENSG00000114978,,,ENSG00000114978,MOB1A
0,-0.742013895,0.524,0.942,0,Healthy/Control,ENSG00000164924,,,ENSG00000164924,YWHAZ
0,-0.743015493,0.501,0.905,0,Healthy/Control,ENSG00000074800,,,ENSG00000074800,ENO1
0,-0.743150566,0.444,0.848,0,Healthy/Control,ENSG00000092199,,,ENSG00000092199,HNRNPC
0,-0.743268198,0.346,0.7,0,Healthy/Control,ENSG00000131042,,,ENSG00000131042,LILRB2
0,-0.745868909,0.485,0.905,0,Healthy/Control,ENSG00000102144,,,ENSG00000102144,PGK1
0,-0.746902982,0.432,0.836,0,Healthy/Control,ENSG00000147649,,,ENSG00000147649,MTDH
0,-0.747724309,0.377,0.766,0,Healthy/Control,ENSG00000118508,,,ENSG00000118508,RAB32
0,-0.747873476,0.525,0.948,0,Healthy/Control,ENSG00000084234,,,ENSG00000084234,APLP2
0,-0.748368814,0.395,0.781,0,Healthy/Control,ENSG00000084070,,,ENSG00000084070,SMAP2
0,-0.751660337,0.386,0.772,0,Healthy/Control,ENSG00000126247,,,ENSG00000126247,CAPNS1
0,-0.753348801,0.32,0.665,0,Healthy/Control,ENSG00000173821,,,ENSG00000173821,RNF213
0,-0.75477047,0.375,0.75,0,Healthy/Control,ENSG00000117450,,,ENSG00000117450,PRDX1
0,-0.755021418,0.344,0.709,0,Healthy/Control,ENSG00000106052,,,ENSG00000106052,TAX1BP1
0,-0.755372743,0.397,0.79,0,Healthy/Control,ENSG00000008018,,,ENSG00000008018,PSMB1
0,-0.755740716,0.574,0.99,0,Healthy/Control,ENSG00000150991,,,ENSG00000150991,UBC
0,-0.756675429,0.533,0.957,0,Healthy/Control,ENSG00000166913,,,ENSG00000166913,YWHAB
0,-0.756853822,0.312,0.656,0,Healthy/Control,ENSG00000126777,,,ENSG00000126777,KTN1
0,-0.757359054,0.432,0.838,0,Healthy/Control,ENSG00000171314,,,ENSG00000171314,PGAM1
0,-0.758985081,0.337,0.698,0,Healthy/Control,ENSG00000136286,,,ENSG00000136286,MYO1G
0,-0.759771734,0.342,0.71,0,Healthy/Control,ENSG00000090060,,,ENSG00000090060,PAPOLA
0,-0.760268363,0.499,0.922,0,Healthy/Control,ENSG00000169554,,,ENSG00000169554,ZEB2
0,-0.763995542,0.349,0.715,0,Healthy/Control,ENSG00000164346,,,ENSG00000164346,NSA2
0,-0.764680734,0.335,0.705,0,Healthy/Control,ENSG00000115524,,,ENSG00000115524,SF3B1
0,-0.767047795,0.522,0.954,0,Healthy/Control,ENSG00000124831,,,ENSG00000124831,LRRFIP1
0,-0.767188648,0.295,0.629,0,Healthy/Control,ENSG00000095015,,,ENSG00000095015,MAP3K1
0,-0.768603219,0.354,0.728,0,Healthy/Control,ENSG00000183726,,,ENSG00000183726,TMEM50A
0,-0.769858334,0.446,0.871,0,Healthy/Control,ENSG00000110321,,,ENSG00000110321,EIF4G2
0,-0.77144003,0.461,0.893,0,Healthy/Control,ENSG00000147065,,,ENSG00000147065,MSN
0,-0.771538645,0.326,0.694,0,Healthy/Control,ENSG00000108946,,,ENSG00000108946,PRKAR1A
0,-0.771696812,0.389,0.795,0,Healthy/Control,ENSG00000009307,,,ENSG00000009307,CSDE1
0,-0.77190059,0.333,0.701,0,Healthy/Control,ENSG00000105968,,,ENSG00000105968,H2AFV
0,-0.772288381,0.296,0.641,0,Healthy/Control,ENSG00000071127,,,ENSG00000071127,WDR1
0,-0.773898571,0.394,0.78,0,Healthy/Control,ENSG00000166794,,,ENSG00000166794,PPIB
0,-0.775296589,0.258,0.571,0,Healthy/Control,ENSG00000129003,,,ENSG00000129003,VPS13C
0,-0.775682351,0.35,0.73,0,Healthy/Control,ENSG00000122565,,,ENSG00000122565,CBX3
0,-0.777631394,0.234,0.534,0,Healthy/Control,ENSG00000144579,,,ENSG00000144579,CTDSP1
0,-0.778694999,0.324,0.686,0,Healthy/Control,ENSG00000010244,,,ENSG00000010244,ZNF207
0,-0.778908567,0.366,0.757,0,Healthy/Control,ENSG00000129625,,,ENSG00000129625,REEP5
0,-0.780078392,0.284,0.628,0,Healthy/Control,ENSG00000141759,,,ENSG00000141759,TXNL4A
0,-0.780323712,0.406,0.815,0,Healthy/Control,ENSG00000174695,,,ENSG00000174695,TMEM167A
0,-0.782387815,0.305,0.659,0,Healthy/Control,ENSG00000265241,,,ENSG00000265241,RBM8A
0,-0.782511291,0.304,0.657,0,Healthy/Control,ENSG00000119013,,,ENSG00000119013,NDUFB3
0,-0.784480032,0.344,0.726,0,Healthy/Control,ENSG00000138668,,,ENSG00000138668,HNRNPD
0,-0.785438057,0.34,0.72,0,Healthy/Control,ENSG00000140350,,,ENSG00000140350,ANP32A
0,-0.785454001,0.389,0.793,0,Healthy/Control,ENSG00000125753,,,ENSG00000125753,VASP
0,-0.78809075,0.25,0.558,0,Healthy/Control,ENSG00000077420,,,ENSG00000077420,APBB1IP
0,-0.788127679,0.262,0.588,0,Healthy/Control,ENSG00000159377,,,ENSG00000159377,PSMB4
0,-0.788536301,0.308,0.666,0,Healthy/Control,ENSG00000143226,,,ENSG00000143226,FCGR2A
0,-0.790531284,0.335,0.722,0,Healthy/Control,ENSG00000231925,,,ENSG00000231925,TAPBP
0,-0.791020292,0.279,0.613,0,Healthy/Control,ENSG00000106780,,,ENSG00000106780,MEGF9
0,-0.791416521,0.399,0.814,0,Healthy/Control,ENSG00000172354,,,ENSG00000172354,GNB2
0,-0.793372115,0.361,0.757,0,Healthy/Control,ENSG00000105404,,,ENSG00000105404,RABAC1
0,-0.793784783,0.256,0.58,0,Healthy/Control,ENSG00000010404,,,ENSG00000010404,IDS
0,-0.793973348,0.409,0.816,0,Healthy/Control,ENSG00000140749,,,ENSG00000140749,IGSF6
0,-0.794292137,0.418,0.849,0,Healthy/Control,ENSG00000254087,,,ENSG00000254087,LYN
0,-0.794822519,0.324,0.695,0,Healthy/Control,ENSG00000084754,,,ENSG00000084754,HADHA
0,-0.794869963,0.257,0.579,0,Healthy/Control,ENSG00000135506,,,ENSG00000135506,OS9
0,-0.795157532,0.364,0.757,0,Healthy/Control,ENSG00000158195,,,ENSG00000158195,WASF2
0,-0.795910991,0.558,0.988,0,Healthy/Control,ENSG00000136167,,,ENSG00000136167,LCP1
0,-0.797275643,0.394,0.806,0,Healthy/Control,ENSG00000170144,,,ENSG00000170144,HNRNPA3
0,-0.798115998,0.34,0.715,0,Healthy/Control,ENSG00000163171,,,ENSG00000163171,CDC42EP3
0,-0.798769495,0.209,0.502,0,Healthy/Control,ENSG00000150316,,,ENSG00000150316,CWC15
0,-0.799833591,0.249,0.564,0,Healthy/Control,ENSG00000120675,,,ENSG00000120675,DNAJC15
0,-0.800746313,0.218,0.511,0,Healthy/Control,ENSG00000010810,,,ENSG00000010810,FYN
0,-0.800948374,0.231,0.534,0,Healthy/Control,ENSG00000055609,,,ENSG00000055609,KMT2C
0,-0.801332368,0.202,0.484,0,Healthy/Control,ENSG00000185627,,,ENSG00000185627,PSMD13
0,-0.801778069,0.389,0.805,0,Healthy/Control,ENSG00000159128,,,ENSG00000159128,IFNGR2
0,-0.802246719,0.472,0.922,0,Healthy/Control,ENSG00000100650,,,ENSG00000100650,SRSF5
0,-0.80465244,0.315,0.687,0,Healthy/Control,ENSG00000072401,,,ENSG00000072401,UBE2D1
0,-0.805581356,0.464,0.908,0,Healthy/Control,ENSG00000080824,,,ENSG00000080824,HSP90AA1
0,-0.806390146,0.251,0.582,0,Healthy/Control,ENSG00000078304,,,ENSG00000078304,PPP2R5C
0,-0.806481944,0.248,0.568,0,Healthy/Control,ENSG00000126067,,,ENSG00000126067,PSMB2
0,-0.807035916,0.178,0.447,0,Healthy/Control,ENSG00000077721,,,ENSG00000077721,UBE2A
0,-0.807839344,0.484,0.902,0,Healthy/Control,ENSG00000067225,,,ENSG00000067225,PKM
0,-0.808021809,0.333,0.718,0,Healthy/Control,ENSG00000131508,,,ENSG00000131508,UBE2D2
0,-0.808476629,0.456,0.885,0,Healthy/Control,ENSG00000124942,,,ENSG00000124942,AHNAK
0,-0.808665569,0.293,0.649,0,Healthy/Control,ENSG00000123384,,,ENSG00000123384,LRP1
0,-0.808841208,0.172,0.434,0,Healthy/Control,ENSG00000184730,,,ENSG00000184730,APOBR
0,-0.809402346,0.238,0.555,0,Healthy/Control,ENSG00000099331,,,ENSG00000099331,MYO9B
0,-0.80993821,0.196,0.474,0,Healthy/Control,ENSG00000011304,,,ENSG00000011304,PTBP1
0,-0.811270487,0.267,0.6,0,Healthy/Control,ENSG00000134516,,,ENSG00000134516,DOCK2
0,-0.811801144,0.257,0.584,0,Healthy/Control,ENSG00000135604,,,ENSG00000135604,STX11
0,-0.811980084,0.295,0.652,0,Healthy/Control,ENSG00000110934,,,ENSG00000110934,BIN2
0,-0.81257303,0.407,0.85,0,Healthy/Control,ENSG00000157514,,,ENSG00000157514,TSC22D3
0,-0.81268492,0.203,0.494,0,Healthy/Control,ENSG00000122122,,,ENSG00000122122,SASH3
0,-0.813696772,0.331,0.703,0,Healthy/Control,ENSG00000125347,,,ENSG00000125347,IRF1
0,-0.815428243,0.305,0.657,0,Healthy/Control,ENSG00000167004,,,ENSG00000167004,PDIA3
0,-0.81677698,0.211,0.506,0,Healthy/Control,ENSG00000136867,,,ENSG00000136867,SLC31A2
0,-0.817206205,0.201,0.48,0,Healthy/Control,ENSG00000129292,,,ENSG00000129292,PHF20L1
0,-0.817498163,0.371,0.791,0,Healthy/Control,ENSG00000136527,,,ENSG00000136527,TRA2B
0,-0.819463223,0.209,0.507,0,Healthy/Control,ENSG00000120686,,,ENSG00000120686,UFM1
0,-0.819475622,0.167,0.423,0,Healthy/Control,ENSG00000080371,,,ENSG00000080371,RAB21
0,-0.819715447,0.16,0.409,0,Healthy/Control,ENSG00000135829,,,ENSG00000135829,DHX9
0,-0.81998027,0.253,0.583,0,Healthy/Control,ENSG00000141367,,,ENSG00000141367,CLTC
0,-0.820188216,0.207,0.503,0,Healthy/Control,ENSG00000013364,,,ENSG00000013364,MVP
0,-0.820284617,0.25,0.579,0,Healthy/Control,ENSG00000160209,,,ENSG00000160209,PDXK
0,-0.820590473,0.169,0.426,0,Healthy/Control,ENSG00000087274,,,ENSG00000087274,ADD1
0,-0.820767249,0.275,0.626,0,Healthy/Control,ENSG00000073921,,,ENSG00000073921,PICALM
0,-0.821197803,0.183,0.455,0,Healthy/Control,ENSG00000131389,,,ENSG00000131389,SLC6A6
0,-0.82345819,0.382,0.791,0,Healthy/Control,ENSG00000158825,,,ENSG00000158825,CDA
0,-0.823801901,0.177,0.447,0,Healthy/Control,ENSG00000145901,,,ENSG00000145901,TNIP1
0,-0.824331896,0.274,0.621,0,Healthy/Control,ENSG00000168214,,,ENSG00000168214,RBPJ
0,-0.824520526,0.309,0.686,0,Healthy/Control,ENSG00000204577,,,ENSG00000204577,LILRB3
0,-0.824988067,0.19,0.473,0,Healthy/Control,ENSG00000129968,,,ENSG00000129968,ABHD17A
0,-0.825721017,0.212,0.507,0,Healthy/Control,ENSG00000089737,,,ENSG00000089737,DDX24
0,-0.826573701,0.334,0.729,0,Healthy/Control,ENSG00000152291,,,ENSG00000152291,TGOLN2
0,-0.826813179,0.247,0.573,0,Healthy/Control,ENSG00000034152,,,ENSG00000034152,MAP2K3
0,-0.827466885,0.271,0.621,0,Healthy/Control,ENSG00000165025,,,ENSG00000165025,SYK
0,-0.827839879,0.203,0.498,0,Healthy/Control,ENSG00000100764,,,ENSG00000100764,PSMC1
0,-0.827858484,0.173,0.451,0,Healthy/Control,ENSG00000079332,,,ENSG00000079332,SAR1A
0,-0.828667795,0.369,0.792,0,Healthy/Control,ENSG00000133318,,,ENSG00000133318,RTN3
0,-0.828944181,0.257,0.593,0,Healthy/Control,ENSG00000170759,,,ENSG00000170759,KIF5B
0,-0.829242181,0.256,0.587,0,Healthy/Control,ENSG00000144224,,,ENSG00000144224,UBXN4
0,-0.829539552,0.195,0.494,0,Healthy/Control,ENSG00000104824,,,ENSG00000104824,HNRNPL
0,-0.829559669,0.186,0.466,0,Healthy/Control,ENSG00000141401,,,ENSG00000141401,IMPA2
0,-0.830396437,0.291,0.655,0,Healthy/Control,ENSG00000101596,,,ENSG00000101596,SMCHD1
0,-0.831067902,0.357,0.74,0,Healthy/Control,ENSG00000115738,,,ENSG00000115738,ID2
0,-0.831657225,0.257,0.595,0,Healthy/Control,ENSG00000129515,,,ENSG00000129515,SNX6
0,-0.831833059,0.355,0.764,0,Healthy/Control,ENSG00000141522,,,ENSG00000141522,ARHGDIA
0,-0.832307388,0.226,0.548,0,Healthy/Control,ENSG00000108061,,,ENSG00000108061,SHOC2
0,-0.832626411,0.175,0.445,0,Healthy/Control,ENSG00000144711,,,ENSG00000144711,IQSEC1
0,-0.832744762,0.166,0.425,0,Healthy/Control,ENSG00000153147,,,ENSG00000153147,SMARCA5
0,-0.833232578,0.143,0.382,0,Healthy/Control,ENSG00000135018,,,ENSG00000135018,UBQLN1
0,-0.833268783,0.423,0.867,0,Healthy/Control,ENSG00000105887,,,ENSG00000105887,MTPN
0,-0.833763937,0.17,0.44,0,Healthy/Control,ENSG00000176261,,,ENSG00000176261,ZBTB8OS
0,-0.833869911,0.165,0.426,0,Healthy/Control,ENSG00000217128,,,ENSG00000217128,FNIP1
0,-0.834164615,0.272,0.621,0,Healthy/Control,ENSG00000145833,,,ENSG00000145833,DDX46
0,-0.834206012,0.214,0.515,0,Healthy/Control,ENSG00000153922,,,ENSG00000153922,CHD1
0,-0.83446716,0.156,0.405,0,Healthy/Control,ENSG00000116977,,,ENSG00000116977,LGALS8
0,-0.834586077,0.287,0.652,0,Healthy/Control,ENSG00000153250,,,ENSG00000153250,RBMS1
0,-0.835539809,0.353,0.764,0,Healthy/Control,ENSG00000008952,,,ENSG00000008952,SEC62
0,-0.835686741,0.367,0.786,0,Healthy/Control,ENSG00000187116,,,ENSG00000187116,LILRA5
0,-0.836470091,0.172,0.444,0,Healthy/Control,ENSG00000138600,,,ENSG00000138600,SPPL2A
0,-0.83647815,0.132,0.366,0,Healthy/Control,ENSG00000135365,,,ENSG00000135365,PHF21A
0,-0.837097567,0.19,0.476,0,Healthy/Control,ENSG00000138757,,,ENSG00000138757,G3BP2
0,-0.837290985,0.247,0.58,0,Healthy/Control,ENSG00000084623,,,ENSG00000084623,EIF3I
0,-0.83794023,0.13,0.364,0,Healthy/Control,ENSG00000184216,,,ENSG00000184216,IRAK1
0,-0.838078546,0.165,0.428,0,Healthy/Control,ENSG00000100796,,,ENSG00000100796,PPP4R3A
0,-0.83856344,0.137,0.38,0,Healthy/Control,ENSG00000101152,,,ENSG00000101152,DNAJC5
0,-0.839249518,0.319,0.71,0,Healthy/Control,ENSG00000108774,,,ENSG00000108774,RAB5C
0,-0.84003678,0.201,0.499,0,Healthy/Control,ENSG00000105058,,,ENSG00000105058,FAM32A
0,-0.840667434,0.361,0.781,0,Healthy/Control,ENSG00000116560,,,ENSG00000116560,SFPQ
0,-0.840828775,0.374,0.798,0,Healthy/Control,ENSG00000159720,,,ENSG00000159720,ATP6V0D1
0,-0.841602828,0.189,0.484,0,Healthy/Control,ENSG00000105755,,,ENSG00000105755,ETHE1
0,-0.841701939,0.354,0.754,0,Healthy/Control,ENSG00000042493,,,ENSG00000042493,CAPG
0,-0.841817874,0.328,0.728,0,Healthy/Control,ENSG00000170776,,,ENSG00000170776,AKAP13
0,-0.842029791,0.29,0.65,0,Healthy/Control,ENSG00000112576,,,ENSG00000112576,CCND3
0,-0.842462664,0.125,0.353,0,Healthy/Control,ENSG00000148180,,,ENSG00000148180,GSN
0,-0.843339462,0.24,0.57,0,Healthy/Control,ENSG00000075142,,,ENSG00000075142,SRI
0,-0.844261509,0.168,0.432,0,Healthy/Control,ENSG00000110446,,,ENSG00000110446,SLC15A3
0,-0.844587323,0.335,0.758,0,Healthy/Control,ENSG00000125995,,,ENSG00000125995,ROMO1
0,-0.844603875,0.171,0.445,0,Healthy/Control,ENSG00000129518,,,ENSG00000129518,EAPP
0,-0.844646445,0.158,0.42,0,Healthy/Control,ENSG00000134108,,,ENSG00000134108,ARL8B
0,-0.84507091,0.202,0.5,0,Healthy/Control,ENSG00000115165,,,ENSG00000115165,CYTIP
0,-0.845278389,0.12,0.347,0,Healthy/Control,ENSG00000143924,,,ENSG00000143924,EML4
0,-0.845844677,0.118,0.343,0,Healthy/Control,ENSG00000083099,,,ENSG00000083099,LYRM2
0,-0.846231007,0.412,0.863,0,Healthy/Control,ENSG00000115091,,,ENSG00000115091,ACTR3
0,-0.846741735,0.372,0.805,0,Healthy/Control,ENSG00000135535,,,ENSG00000135535,CD164
0,-0.848264174,0.266,0.62,0,Healthy/Control,ENSG00000100028,,,ENSG00000100028,SNRPD3
0,-0.848683416,0.205,0.509,0,Healthy/Control,ENSG00000065615,,,ENSG00000065615,CYB5R4
0,-0.848852275,0.092,0.293,0,Healthy/Control,ENSG00000183576,,,ENSG00000183576,SETD3
0,-0.849168348,0.143,0.397,0,Healthy/Control,ENSG00000106244,,,ENSG00000106244,PDAP1
0,-0.849317118,0.178,0.46,0,Healthy/Control,ENSG00000105402,,,ENSG00000105402,NAPA
0,-0.849681222,0.125,0.361,0,Healthy/Control,ENSG00000166734,,,ENSG00000166734,CASC4
0,-0.84973426,0.077,0.27,0,Healthy/Control,ENSG00000155330,,,ENSG00000155330,C16orf87
0,-0.849877759,0.254,0.599,0,Healthy/Control,ENSG00000127483,,,ENSG00000127483,HP1BP3
0,-0.850372152,0.161,0.427,0,Healthy/Control,ENSG00000175166,,,ENSG00000175166,PSMD2
0,-0.850951927,0.185,0.467,0,Healthy/Control,ENSG00000180448,,,ENSG00000180448,ARHGAP45
0,-0.851277669,0.117,0.344,0,Healthy/Control,ENSG00000116747,,,ENSG00000116747,TROVE2
0,-0.851690312,0.21,0.518,0,Healthy/Control,ENSG00000113575,,,ENSG00000113575,PPP2CA
0,-0.851860116,0.481,0.934,0,Healthy/Control,ENSG00000153113,,,ENSG00000153113,CAST
0,-0.852027301,0.255,0.594,0,Healthy/Control,ENSG00000067066,,,ENSG00000067066,SP100
0,-0.852181394,0.38,0.808,0,Healthy/Control,ENSG00000143761,,,ENSG00000143761,ARF1
0,-0.852551946,0.201,0.503,0,Healthy/Control,ENSG00000105698,,,ENSG00000105698,USF2
0,-0.853026076,0.257,0.609,0,Healthy/Control,ENSG00000005893,,,ENSG00000005893,LAMP2
0,-0.85394593,0.252,0.597,0,Healthy/Control,ENSG00000213625,,,ENSG00000213625,LEPROT
0,-0.854458101,0.192,0.492,0,Healthy/Control,ENSG00000197223,,,ENSG00000197223,C1D
0,-0.854823772,0.235,0.562,0,Healthy/Control,ENSG00000172936,,,ENSG00000172936,MYD88
0,-0.855013377,0.268,0.633,0,Healthy/Control,ENSG00000183617,,,ENSG00000183617,MRPL54
0,-0.855430848,0.228,0.549,0,Healthy/Control,ENSG00000182944,,,ENSG00000182944,EWSR1
0,-0.855881883,0.171,0.443,0,Healthy/Control,ENSG00000184060,,,ENSG00000184060,ADAP2
0,-0.855887508,0.205,0.509,0,Healthy/Control,ENSG00000105373,,,ENSG00000105373,NOP53
0,-0.855988062,0.166,0.44,0,Healthy/Control,ENSG00000153234,,,ENSG00000153234,NR4A2
0,-0.857219251,0.101,0.321,0,Healthy/Control,ENSG00000123728,,,ENSG00000123728,RAP2C
0,-0.857764215,0.301,0.687,0,Healthy/Control,ENSG00000117592,,,ENSG00000117592,PRDX6
0,-0.85878204,0.286,0.669,0,Healthy/Control,ENSG00000169896,,,ENSG00000169896,ITGAM
0,-0.858933336,0.205,0.512,0,Healthy/Control,ENSG00000124126,,,ENSG00000124126,PREX1
0,-0.859302666,0.321,0.718,0,Healthy/Control,ENSG00000128272,,,ENSG00000128272,ATF4
0,-0.859926811,0.172,0.449,0,Healthy/Control,ENSG00000072110,,,ENSG00000072110,ACTN1
0,-0.860250344,0.219,0.532,0,Healthy/Control,ENSG00000260916,,,ENSG00000260916,CCPG1
